,timestamp,cylinder-number,customer,job-number,grain-screened,ink-color,proof-on-ctd-ink,blade-mfg,cylinder-division,paper-type,ink-type,direct-steam,solvent-type,type-on-cylinder,press-type,press,unit-number,cylinder-size,paper-mill-location,plating-tank,proof-cut,viscosity,caliper,ink-temperature,humifity,roughness,blade-pressure,varnish-pct,press-speed,ink-pct,solvent-pct,ESA-Voltage,ESA-Amperage,wax,hardener,roller-durometer,current-density,anode-space-ratio,chrome-content,band-type
24,19910131,E84,KMART,37352,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,827,9,TABLOID,SCANDANAVIAN,1911,-0.59,-1.12,-1.12,-0.68,-0.59,1.47,-0.69,0.34,0.85,0.35,-1.23,-0.57,-0.1,-0.18,-0.79,0.05,0.4,0.88,0.22,band
25,19910201,E81,KMART,37352,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,827,9,TABLOID,SCANDANAVIAN,1911,-0.0,-1.12,-1.12,-1.07,-1.11,1.47,-1.27,0.34,0.08,0.35,-1.23,-0.57,-0.1,-0.74,-0.79,0.05,0.4,0.88,0.22,band
26,19910130,E72,KMART,37352,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,827,9,TABLOID,SCANDANAVIAN,1911,0.58,-0.74,0.36,-0.28,-0.33,1.47,-0.11,0.34,1.0,0.35,-1.23,-0.57,-0.1,0.19,0.04,0.05,0.4,0.88,0.22,noband
27,19910130,E310,KMART,37352,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,827,2,TABLOID,SCANDANAVIAN,1911,0.58,-0.74,0.36,-0.13,-0.85,1.47,-0.69,0.02,1.0,0.6,-0.99,-0.57,-0.1,0.19,0.04,0.05,0.4,0.88,0.22,noband
28,19910201,X29,WOOLWORTH,37080,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,Motter94,828,2,TABLOID,CANADIAN,1911,-1.17,-1.12,0.06,-0.28,-0.46,0.14,-0.11,-0.89,0.85,0.6,0.79,-0.57,-0.1,-0.74,-0.51,-1.12,0.4,0.88,0.22,band
29,19910118,X292,AMES,37157,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,Motter94,828,2,TABLOID,CANADIAN,1910,-1.76,-0.74,-0.63,1.28,-1.11,0.14,0.48,-0.89,1.16,0.6,0.79,-0.57,-0.1,0.19,0.04,-0.42,0.4,0.68,0.22,band
30,19910206,J9,KMART,37352,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,815,2,TABLOID,NorthUS,1911,-0.88,-0.87,-1.12,0.5,1.48,0.14,-0.34,2.2,0.7,-2.02,-1.08,-0.57,-0.1,0.0,-0.51,0.05,0.4,0.88,0.22,noband
31,19910206,J582,KMART,37352,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,815,9,TABLOID,NorthUS,1911,-0.88,-0.87,-1.12,0.89,1.61,0.14,-0.11,2.46,0.7,-2.31,-1.14,-0.57,-0.1,0.55,-0.51,0.05,0.4,0.88,0.22,noband
32,19910206,X141,TVGUIDE,25507,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,2,TABLOID,NorthUS,1911,-0.0,-0.87,-0.13,-0.99,-0.07,-0.53,-1.04,0.28,-0.96,-0.25,-0.17,-0.57,-0.1,0.19,-0.79,-0.18,0.4,2.26,0.22,noband
33,19910206,X818,TVGUIDE,25507,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,7,TABLOID,NorthUS,1910,-0.59,-0.87,-1.12,-1.07,-1.24,-0.53,-1.27,0.42,-0.96,-0.46,-0.08,0.29,-0.1,0.19,-0.24,-0.18,0.4,1.4,0.22,noband
34,19910208,V376,WOOLWRTH,37080,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,Motter94,828,2,TABLOID,NorthUS,1911,-0.59,-0.49,0.84,1.28,-0.07,0.14,0.48,-0.89,1.77,0.6,0.79,1.15,-0.1,0.19,0.04,-1.12,0.4,-0.61,0.22,band
35,19910211,M254,ABBYPRESS,27490,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter70,813,1,CATALOG,NorthUS,1911,-1.76,-1.12,-1.12,0.03,-1.89,0.8,0.0,-0.89,-1.23,1.4,-0.47,-0.57,-0.1,-2.58,0.86,-0.18,0.4,0.88,0.22,noband
36,19910215,R5,TARGET,35811,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,2,SPIEGEL,CANADIAN,1910,-0.0,-1.62,0.06,-0.28,0.19,-0.53,-0.11,0.19,-0.69,0.47,-1.11,-0.57,-0.1,0.19,1.4,-1.12,0.4,0.04,0.22,band
37,19910113,J33,BELKS,35334,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,816,2,TABLOID,NorthUS,1911,-0.59,-0.99,-0.13,0.5,2.26,1.47,-0.34,-0.89,-1.0,0.6,0.79,0.29,-0.1,1.11,-0.51,1.22,0.4,0.02,0.22,noband
38,19910213,J43,BELKS,35334,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,816,9,TABLOID,NorthUS,1911,-1.46,-0.99,-1.12,-0.28,0.45,1.47,0.01,0.28,-1.0,-0.25,-0.17,1.15,-0.1,0.19,0.04,1.22,0.4,0.02,0.22,noband
39,19910212,I357,SEARS,37869,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,815,9,CATALOG,NorthUS,1911,-0.88,-0.87,0.36,-0.28,0.84,0.14,0.36,-0.89,-1.3,1.3,-0.32,-0.57,-0.1,0.74,0.04,-1.59,0.4,0.02,0.22,noband
40,19910212,I353,SEARS,37869,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,815,2,CATALOG,NorthUS,1910,-1.17,-0.87,0.36,0.5,0.19,1.47,0.13,0.19,-1.3,0.47,-1.11,-0.57,-0.1,1.11,0.04,-1.59,0.4,0.02,0.22,noband
41,19910211,M254,ABBYPRESS,27490,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter70,813,1,CATALOG,NorthUS,1911,-1.76,-1.12,-1.12,0.03,-1.89,0.8,0.0,-0.89,-1.23,1.15,-0.08,-0.57,-0.1,-2.58,0.86,-0.18,0.4,0.88,0.22,noband
42,19910214,X291,ROSES,35752,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,9,TABLOID,CANADIAN,1910,0.58,-0.99,-1.12,0.5,0.45,0.8,-0.11,-0.89,1.37,-0.01,1.76,4.59,-0.1,-0.74,0.04,-1.12,0.4,0.04,0.22,noband
43,19910214,X129,ROSES,35752,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,2,TABLOID,CANADIAN,1910,0.58,-0.99,0.36,0.73,0.19,0.47,-0.11,-0.89,1.37,-0.01,1.76,4.59,-0.1,-1.66,1.4,-1.12,0.4,0.04,0.22,noband
44,19910214,X297,JCPENNY,35794,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,827,2,TABLOID,NorthUS,1911,1.75,-0.99,-0.13,0.34,-2.79,0.14,-0.81,-0.71,-1.06,0.47,0.64,-0.57,-0.1,-1.84,1.95,-0.42,0.4,0.02,0.22,noband
45,19910214,X146,JCPENNY,35794,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,827,9,TABLOID,NorthUS,1911,0.87,-0.99,-0.63,0.97,-2.66,0.14,-1.27,0.33,-1.06,0.11,-0.78,-0.57,-0.1,-1.29,-0.79,-0.42,0.4,0.02,0.22,noband
46,19910213,X129,ROSES,35752,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,2,TABLOID,NorthUS,1910,0.58,-0.99,0.36,1.28,1.1,0.47,0.48,-0.89,1.47,0.6,0.79,-0.57,-0.1,-2.02,-0.79,-1.12,0.4,0.04,0.22,noband
47,19910215,E303,CENPURCH,37441,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,821,2,TABLOID,CANADIAN,1911,-2.34,-1.62,-1.12,-1.85,-0.46,-0.53,-0.69,-0.89,-0.69,0.35,1.19,-0.57,-0.1,0.19,-0.38,-1.12,0.4,0.02,0.22,noband
48,19910215,E68,CENPURCH,37441,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,821,7,TABLOID,CANADIAN,1911,-2.34,-1.62,-0.63,-1.07,-1.11,-0.53,-0.69,-0.89,-0.69,0.6,0.79,1.58,-0.1,-1.29,-0.24,-1.12,0.4,0.02,0.22,noband
49,19910221,J42,KMART,37354,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,816,9,TABLOID,SCANDANAVIAN,1911,-0.59,-0.62,0.84,0.42,-0.07,-1.19,0.36,-0.52,0.54,1.02,-0.59,-0.57,-0.1,0.0,0.86,0.05,0.4,0.04,0.22,noband
50,19910223,X53,BELK,35335,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,827,2,TABLOID,NorthUS,1911,-0.0,-1.24,0.84,1.28,-0.07,0.14,-1.74,1.29,-2.23,-0.98,-0.96,-0.57,-0.1,0.19,0.04,3.57,0.4,-1.22,0.22,band
51,19910223,X821,BELK,37335,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,827,2,TABLOID,NorthUS,1911,0.29,-1.24,-0.63,0.89,-0.85,0.14,-1.27,1.29,-1.61,-0.98,-0.96,1.15,-0.1,0.19,0.04,3.57,0.4,-1.22,0.22,band
52,19910220,X118,TOYSRUS,35870,NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,Motter94,824,2,TABLOID,CANADIAN,1910,-0.59,-0.62,-1.12,-0.28,-1.37,0.14,-0.34,-0.89,-0.38,0.6,0.79,-0.57,-0.1,-2.58,0.04,-0.42,0.4,0.04,0.22,noband
53,19910220,X826,TOYSRUS,35870,NO,KEY,NO,BENTON,GALLATIN,COATED,COATED,NO,LINE,NO,Motter94,824,9,TABLOID,CANADIAN,1911,-0.59,-0.62,-0.13,0.89,-1.37,0.8,-0.69,-0.89,-0.38,0.6,0.79,-0.57,-0.1,-2.58,0.04,-0.42,0.4,0.02,0.22,noband
54,19910216,R23,TARGET,35811,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,WoodHoe70,815,9,SPIEGEL,CANADIAN,1911,-0.59,-1.99,-0.63,2.07,0.84,-0.53,-0.11,-0.89,0.54,1.3,-0.32,-0.57,-0.1,0.19,-0.24,-1.12,0.4,0.02,0.22,noband
55,19910213,X291,ROSES,35752,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,824,9,TABLOID,CANADIAN,1910,0.58,-0.99,-1.12,1.28,0.71,-0.02,0.48,-0.89,1.47,-0.01,1.76,-0.57,-0.1,-0.74,-0.51,-1.12,0.4,0.04,0.22,noband
56,19910215,I354,SEARS,37869,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Albert70,802,7,CATALOG,NorthUS,1911,-1.17,-1.62,1.83,-2.64,-2.14,0.14,1.76,-0.17,-1.3,0.6,-0.62,-0.57,-0.1,-0.74,0.04,-1.59,0.4,0.02,0.22,noband
57,19910215,I358,SEARS,37869,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Albert70,802,2,CATALOG,NorthUS,1911,-1.17,-1.62,2.32,0.5,-1.11,0.14,2.23,-0.89,-1.3,1.3,-0.32,-0.57,-0.1,0.74,1.4,-1.59,0.4,0.02,0.22,noband
58,19910220,X760,TVGUIDE,25509,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821,7,TABLOID,NorthUS,1911,0.58,-0.62,-1.12,-0.6,-2.4,-0.53,-0.69,0.73,-0.23,-0.58,-0.53,0.29,-0.1,0.0,-0.51,-1.59,0.4,-1.22,0.22,band
59,19910304,E26,KMART,37386,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,827,2,TABLOID,SouthUS,1910,-0.59,-0.49,0.84,7.17,-0.07,0.8,-0.11,0.47,0.85,-0.14,-0.68,6.31,-0.1,-0.18,0.04,1.22,0.4,-0.61,0.22,band
60,19910303,E84,KMART,37386,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,827,9,TABLOID,SouthUS,1910,-0.59,-0.49,1.09,-0.73,-0.33,0.14,-1.74,0.22,0.54,-0.79,0.79,-0.14,-0.1,0.55,1.13,1.22,0.4,-0.61,0.22,band
61,19910301,E69,KMART,37386,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,827,2,TABLOID,SouthUS,1910,-0.59,-1.49,-0.63,-0.28,-0.2,0.14,-1.27,0.56,0.54,-0.67,-0.02,-0.57,-0.1,0.19,0.04,1.22,0.4,0.04,0.22,noband
62,19910301,E77,KMART,37386,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,827,9,TABLOID,SouthUS,1910,-0.59,-1.49,-1.12,-0.28,0.06,0.14,-1.27,0.93,0.54,-1.26,0.19,-0.57,-0.1,0.19,0.04,1.22,0.4,0.04,0.22,noband
63,19910309,E83,KMART,37386,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,827,2,TABLOID,SouthUS,1911,0.0,-0.99,-0.13,-0.91,-1.37,0.14,-1.51,-0.89,0.54,1.3,-0.32,-0.57,-0.1,0.19,0.58,1.22,0.4,0.68,0.22,band
64,19910306,E67,KMART,37386,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,827,2,TABLOID,SouthUS,1910,0.0,-0.37,-0.63,-1.07,0.19,0.14,-0.11,-0.89,0.54,1.3,-0.32,-0.57,-0.1,0.0,0.01,1.22,0.4,1.33,0.22,band
65,19910311,E83,KMART,27386,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,827,2,TABLOID,SouthUS,1911,0.0,-1.37,-0.13,0.81,-0.85,1.47,-0.57,-0.89,0.54,1.3,-0.32,-0.57,-0.1,0.19,0.04,1.22,0.4,0.68,0.22,band
66,19910311,X791,KMART,37386,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,824,9,TABLOID,SouthUS,1911,-0.59,-1.37,1.09,2.46,0.84,-0.86,-0.11,-0.89,0.24,1.3,-0.32,1.15,-0.1,-1.1,1.13,1.22,0.4,0.68,0.22,band
67,19910227,E90,KMART,37254,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,821,7,TABLOID,NorthUS,1911,-0.3,-1.24,0.36,-1.07,-1.11,-0.53,-1.27,-0.54,-0.23,0.35,0.43,1.15,-0.1,0.19,-0.79,0.05,0.4,-1.22,0.22,noband
68,19910302,X271,ECKERD,35457,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,828,9,TABLOID,CANADIAN,1910,-1.17,-1.49,-1.12,0.66,0.71,1.47,-0.11,-0.89,0.85,1.3,-0.32,1.15,-0.1,-0.74,-0.24,-1.12,0.4,-1.79,0.22,noband
69,19910307,F308,MODMAT,47202,NO,KEY,YES,BENTON,GALLATIN,COATED,UNCOATED,NO,LINE,YES,Motter70,813,9,CATALOG,NorthUS,1910,-1.17,-0.74,0.36,-0.99,-1.76,1.47,0.0,-0.89,-1.0,0.73,0.58,-0.57,-0.1,0.37,0.04,1.22,0.4,1.33,0.22,noband
70,19910308,T281,MODMAT,47202,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,XYLOL,YES,Albert70,802,2,CATALOG,NorthUS,1910,0.58,-0.99,0.84,-1.05,-1.37,0.14,2.93,0.25,-0.07,-0.46,0.25,-0.57,1.17,1.11,0.86,1.22,0.4,1.33,0.22,noband
71,19910307,F067,MODMAT,47202,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,816,2,CATALOG,NorthUS,1910,2.62,-0.74,-1.12,0.11,0.19,-1.19,0.36,1.62,-0.43,-2.31,0.49,2.01,-0.1,0.19,0.04,1.22,0.4,1.33,0.22,noband
72,19910310,X405,AMES,37163,NO,KEY,YES,BENTON,GALLATIN,COATED,COATED,NO,LINE,YES,Motter94,821,2,TABLOID,CANADIAN,1910,1.16,-1.74,-0.13,0.5,-0.46,-0.53,-1.27,-0.03,0.08,-0.01,0.1,-0.57,-0.1,-2.95,-0.65,-0.42,0.4,1.33,0.22,noband
73,19910227,E91,KMART,37354,NO,KEY,YES,BENTON,GALLATIN,UNCOATED,COATED,NO,LINE,YES,Motter94,821,2,TABLOID,NorthUS,1911,-0.3,-1.24,-1.12,-1.07,0.19,-0.53,-1.27,0.25,-0.23,-0.46,0.25,-0.57,-0.1,-0.55,-0.24,0.05,0.4,-1.22,0.22,noband
74,19910307,F615,MODMAT,47202,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,813,1,CATALOG,NorthUS,1910,0.87,-0.74,-1.12,-0.05,-0.85,0.14,0.0,1.02,-0.69,-0.79,-0.75,-0.57,-0.1,0.19,0.04,1.22,0.4,1.33,0.22,noband
75,19910307,F510,MODMAT,47202,NO,KEY,YES,BENTON,GALLATIN,COATED,UNCOATED,NO,LINE,YES,Motter70,813,10,CATALOG,NorthUS,1910,-1.17,-0.74,-1.12,-0.13,-2.02,1.47,0.0,-0.89,-1.0,0.73,0.58,-0.57,-0.1,-0.18,-0.24,1.22,0.4,1.33,0.22,noband
76,19910307,F670,MODMAT,47202,YES,KEY,YES,BENTON,GALLATIN,UNCOATED,UNCOATED,NO,LINE,YES,Motter70,813,5,CATALOG,NorthUS,1910,0.87,-0.74,-0.63,0.5,-1.37,0.14,0.0,-0.89,-0.69,0.6,0.79,1.15,-0.1,-0.18,-0.51,1.22,0.4,1.33,0.22,noband
